,shortages,mismatches,youngblood,FIFO,usability,substitution,today,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_antibodies,max_antibodies_pp,alloimm_patients,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
0,10.0,0.641,0.539,0.273,0.821,0.905,0.017,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,9,1,9,3916.0,0.0,150.643171,0.8817427385892116
1,10.0,0.595,0.763,0.141,0.453,0.241,0.421,0,0,0,0,0,0,0,0,1,0,1,0,6,0,8,16,2,14,3.0,0.0,174.11578399999996,0.8999082662317807
2,10.0,0.515,0.377,0.207,0.783,0.151,0.853,0,0,0,0,0,0,0,0,0,2,1,0,10,2,0,15,1,15,95.0,0.0,182.02306899999996,0.9144600846540014
3,10.0,0.173,0.601,0.485,0.461,0.723,0.443,0,0,0,0,0,0,0,0,3,0,1,1,7,4,3,19,2,17,47.0,0.0,190.84431400000003,0.9134277392788993
4,10.0,0.457,0.223,0.989,0.387,0.683,0.003,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,4,5975.0,0.0,139.63976899999997,0.8545592705167173
5,10.0,0.707,0.577,0.713,0.799,0.941,0.163,0,0,0,0,0,0,0,0,2,0,2,0,9,1,0,14,2,13,142.0,0.0,175.292557,0.8845318158303156
6,10.0,0.323,0.059,0.329,0.937,0.733,0.871,0,0,0,0,0,0,0,0,2,0,0,0,4,1,6,13,2,11,78.0,0.0,199.10967300000002,0.9382953694792001
7,10.0,0.687,0.497,0.565,0.109,0.153,0.683,0,0,0,0,0,0,0,0,0,2,0,0,13,1,1,17,2,15,17.0,0.0,143.411292,0.8496628739991572
8,10.0,0.831,0.747,0.283,0.181,0.391,0.533,0,0,0,0,0,0,0,0,0,0,1,0,9,0,3,13,3,10,24.0,0.0,155.485969,0.8881335599320204
9,10.0,0.067,0.051,0.765,0.491,0.747,0.715,0,0,0,0,0,0,0,0,2,0,1,0,5,1,4,13,1,13,55.0,0.0,211.813108,0.952934047065953
10,10.0,0.357,0.359,0.949,0.293,0.831,0.563,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,15,2,14,85.0,0.0,175.94105399999998,0.8726069960910093
11,10.0,0.309,0.787,0.097,0.701,0.047,0.061,0,0,0,0,0,0,0,0,1,1,1,0,10,0,1,14,1,14,97.0,0.0,178.928151,0.8714149645465129
12,10.0,0.051,0.639,0.891,0.633,0.309,0.239,0,0,0,0,0,0,0,0,1,0,1,0,7,1,2,12,2,11,0.0,0.0,206.83171100000004,0.8887082020530541
13,10.0,0.217,0.511,0.263,0.505,0.661,0.439,0,0,0,0,0,0,0,0,3,0,2,0,4,2,0,11,1,11,48.0,0.0,198.812565,0.9096853289742541
14,10.0,0.241,0.247,0.275,0.061,0.467,0.885,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,9,2,7,2.0,0.0,152.116381,0.8709025117071094
15,10.0,0.319,0.699,0.045,0.477,0.497,0.661,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,9,2,8,35.0,0.0,184.93339799999995,0.915625
16,10.0,0.781,0.449,0.459,0.475,0.409,0.307,0,0,0,0,0,0,0,0,1,1,0,0,9,1,2,14,1,14,29.0,0.0,165.98390799999996,0.8758620689655172
17,10.0,0.159,0.835,0.343,0.429,0.547,0.737,0,0,0,0,0,0,0,0,3,1,3,0,6,2,2,17,4,12,31.0,0.0,206.68015900000003,0.9340277777777778
18,10.0,0.227,0.185,0.669,0.249,0.043,0.347,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,11,1,11,0.0,0.0,198.249482,0.8935028809854957
19,10.0,0.529,0.417,0.181,0.731,0.353,0.319,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,8,1,8,0.0,0.0,195.66551899999996,0.9012722646310433
20,10.0,0.985,0.533,0.377,0.045,0.585,0.971,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,8,1,8,20.0,0.0,107.486186,0.9007992007992008
21,10.0,0.777,0.715,0.617,0.803,0.363,0.527,0,0,0,0,0,0,0,0,2,0,1,0,9,1,6,19,2,17,1.0,0.0,196.56192099999998,0.8952730236348818
22,10.0,0.259,0.893,0.675,0.839,0.407,0.679,0,0,0,0,0,0,0,0,2,0,0,0,9,2,4,17,2,14,59.0,0.0,198.599633,0.9184168012924071
23,10.0,0.205,0.713,0.557,0.831,0.595,0.425,0,0,0,0,0,0,0,0,0,2,0,0,10,1,3,16,2,15,10.0,0.0,205.643571,0.9140303304208095
24,10.0,0.235,0.943,0.567,0.375,0.523,0.471,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,15,2,14,0.0,0.0,188.92931299999998,0.9015646662705487
25,10.0,0.175,0.017,0.837,0.147,0.701,0.769,0,0,0,0,0,0,0,0,1,2,2,0,14,0,0,19,1,19,3.0,0.0,186.68394999999998,0.8572975100875898
26,10.0,0.087,0.099,0.621,0.425,0.103,0.689,0,0,0,0,0,0,0,0,2,1,2,0,11,2,5,23,2,19,0.0,0.0,219.52505399999998,0.9208647766673466
27,10.0,0.795,0.743,0.747,0.931,0.051,0.829,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,14,1,14,77.0,0.0,202.301795,0.9117027994106504
28,10.0,0.157,0.365,0.661,0.905,0.679,0.067,0,0,0,0,0,0,0,0,1,0,2,0,8,1,2,14,2,13,452.0,0.0,186.436027,0.8935332907891937
29,10.0,0.523,0.829,0.317,0.307,0.925,0.905,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,11,1,11,33.0,0.0,181.47283900000002,0.8990301174068402
30,10.0,0.211,0.851,0.793,0.351,0.649,0.159,0,0,0,0,0,0,0,0,1,1,0,0,7,1,1,11,2,10,35.0,0.0,178.276594,0.8725232511120097
31,10.0,0.287,0.637,0.081,0.037,0.321,0.143,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,15,1,15,0.0,0.0,128.43971,0.8781652137816521
32,10.0,0.833,0.165,0.481,0.965,0.983,0.087,0,0,0,0,0,0,0,0,2,1,0,0,6,1,2,12,2,10,54.0,0.0,176.420823,0.8891556204989041
33,10.0,0.145,0.323,0.019,0.893,0.947,0.927,0,0,0,0,0,0,0,0,3,3,2,0,8,1,5,22,2,20,8.0,0.0,197.444969,0.911578947368421
34,10.0,0.443,0.369,0.777,0.011,0.045,0.377,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,12,1,12,8.0,0.0,107.344477,0.9673111421168029
35,10.0,0.139,0.931,0.971,0.353,0.813,0.911,0,0,0,0,0,0,0,0,1,0,1,0,8,0,3,13,3,10,7.0,0.0,207.20451699999998,0.9154087433836503
36,10.0,0.047,0.001,0.229,0.903,0.215,0.349,0,0,0,0,0,0,0,0,1,0,1,1,11,0,3,17,2,16,4.0,0.0,210.38658799999996,0.9484829973528813
37,10.0,0.889,0.961,0.597,0.781,0.895,0.313,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,1,10,0.0,0.0,171.209538,0.8997695852534562
38,10.0,0.657,0.907,0.437,0.487,0.805,0.843,0,0,0,0,0,0,0,0,2,1,0,0,9,1,3,16,2,12,0.0,0.0,172.68281399999998,0.8914634146341464
39,10.0,0.905,0.445,0.129,0.089,0.653,0.437,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,9,2,7,54.0,0.0,128.002764,0.8890140268250231
40,10.0,0.899,0.755,0.013,0.687,0.931,0.501,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,16,2,15,72.0,0.0,173.78608900000003,0.9099137931034482
41,10.0,0.547,0.057,0.033,0.097,0.899,0.153,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,13,1,13,20.0,0.0,140.964596,0.9003927888004835
42,10.0,0.477,0.261,0.189,0.809,0.877,0.909,0,0,0,0,0,0,0,0,2,1,3,0,11,1,2,20,2,16,31.0,0.0,201.755442,0.912437709752873
43,10.0,0.791,0.975,0.037,0.567,0.949,0.305,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,17,2,16,0.0,0.0,162.59674,0.8837904722623221
44,10.0,0.987,0.711,0.611,0.789,0.107,0.959,0,0,0,0,0,0,0,0,3,1,1,1,10,1,2,19,3,16,8.0,0.0,194.851413,0.8830017523966601
45,10.0,0.569,0.677,0.231,0.175,0.455,0.515,0,0,0,0,0,0,0,0,0,2,0,0,6,4,4,16,2,15,1.0,0.0,153.19814,0.8816898647324054
46,10.0,0.497,0.419,0.691,0.729,0.221,0.935,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,8,1,8,12.0,0.0,190.216953,0.906399335134012
47,10.0,0.633,0.543,0.987,0.173,0.001,0.581,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,10,2,9,66.0,0.0,177.93902600000004,0.8918224068031247
48,10.0,0.565,0.143,0.025,0.435,0.989,0.513,0,0,0,0,0,0,0,0,1,0,0,0,7,1,2,11,1,11,0.0,0.0,180.52037100000004,0.9156007654345856
49,10.0,0.129,0.479,0.269,0.615,0.393,0.929,0,0,0,0,0,0,0,0,0,1,1,0,10,2,2,16,2,13,17.0,0.0,203.607477,0.9200805234021138
50,10.0,0.095,0.339,0.857,0.145,0.277,0.915,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,12,1,12,1.0,0.0,191.36305000000002,0.8787910154228341
51,10.0,0.195,0.095,0.753,0.589,0.387,0.597,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,8,2,7,6.0,0.0,201.570162,0.918552036199095
52,10.0,0.467,0.837,0.603,0.221,0.441,0.433,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10,1,10,44.0,0.0,176.188643,0.8761354252683733
53,10.0,0.183,0.065,0.631,0.581,0.977,0.711,0,0,0,0,0,0,0,0,0,1,2,1,11,0,6,21,3,16,13.0,0.0,199.56534,0.9157531465692246
54,10.0,0.203,0.183,0.339,0.203,0.123,0.405,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,12,2,11,98.0,0.0,195.17448399999998,0.8795422605902429
55,10.0,0.127,0.929,0.307,0.685,0.513,0.975,0,0,0,0,0,0,0,0,4,1,0,0,7,2,6,20,2,16,0.0,0.0,201.98240299999998,0.9294348894348894
56,10.0,0.419,0.147,0.355,0.273,0.485,0.813,0,0,0,0,0,0,0,0,2,0,0,0,6,3,1,12,1,12,64.0,0.0,184.253389,0.9014331374368492
57,10.0,0.491,0.945,0.417,0.865,0.345,0.193,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,12,2,10,0.0,0.0,188.86645500000003,0.9095199015182601
58,10.0,0.137,0.853,0.689,0.695,0.843,0.995,0,0,0,0,0,0,0,0,0,1,1,0,5,1,4,12,2,11,1.0,0.0,214.557716,0.9541348158443363
59,10.0,0.281,0.707,0.101,0.939,0.249,0.297,0,0,0,0,0,0,0,0,1,1,1,0,8,2,2,15,2,13,0.0,0.0,190.30033500000002,0.9139426957223568
60,10.0,0.391,0.959,0.665,0.613,0.617,0.519,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,1,10,11.0,0.0,189.84390899999997,0.8988460338912568
61,10.0,0.445,0.451,0.911,0.677,0.829,0.707,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,13,1,13,148.0,0.0,190.251016,0.9166491486230818
62,10.0,0.755,0.429,0.023,0.847,0.811,0.457,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,12,1,12,0.0,0.0,179.490411,0.9184344188825814
63,10.0,0.609,0.277,0.759,0.163,0.165,0.523,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,12,1,12,1.0,0.0,158.643412,0.8402605459057072
64,10.0,0.035,0.939,0.955,0.545,0.663,0.623,0,0,0,0,0,0,0,0,3,0,2,1,6,1,3,16,2,15,0.0,0.0,221.75656699999996,0.941990637085284
65,10.0,0.891,0.241,0.211,0.933,0.121,0.073,0,0,0,0,0,0,0,0,1,0,0,0,11,0,3,15,2,14,246.0,0.0,178.83224499999997,0.8994665572425112
66,10.0,0.915,0.229,0.163,0.759,0.279,0.735,0,0,0,0,0,0,0,0,1,1,1,0,12,0,3,18,3,16,3.0,0.0,187.31947100000002,0.9041278295605859
67,10.0,0.625,0.819,0.819,0.519,0.697,0.755,0,0,0,0,0,0,0,0,1,0,0,1,10,4,1,17,3,14,2.0,0.0,177.22215200000002,0.8928534598329381
68,10.0,0.533,0.733,0.041,0.611,0.263,0.739,0,0,0,0,0,0,0,0,2,1,2,0,12,0,2,19,2,17,96.0,0.0,183.621496,0.9155444200856039
69,10.0,0.527,0.987,0.475,0.297,0.251,0.695,0,0,0,0,0,0,0,0,1,0,0,1,9,1,1,13,2,11,6.0,0.0,178.77676199999996,0.8753027909426013
70,10.0,0.169,0.605,0.513,0.887,0.591,0.025,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,11,2,9,3794.0,0.0,185.455759,0.8961616675139806
71,10.0,0.997,0.121,0.515,0.707,0.133,0.621,0,0,0,0,0,0,0,0,2,0,1,0,6,2,6,17,2,13,15.0,0.0,191.943062,0.9050651806149865
72,10.0,0.499,0.037,0.381,0.593,0.449,0.379,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,8,2,7,23.0,0.0,183.258762,0.9020315561513871
73,10.0,0.585,0.933,0.321,0.255,0.681,0.107,0,0,0,0,0,0,0,0,2,0,0,1,7,0,1,11,2,9,17.0,0.0,150.47505800000002,0.8654046182650301
74,10.0,0.317,0.163,0.961,0.467,0.461,0.557,0,0,0,0,0,0,0,0,1,0,0,1,9,2,1,14,1,14,0.0,0.0,188.042681,0.9050670347003155
75,10.0,0.743,0.501,0.161,0.715,0.861,0.625,0,0,0,0,0,0,0,0,2,0,1,0,14,0,3,20,2,17,53.0,0.0,177.473438,0.9151117490260406
76,10.0,0.507,0.947,0.701,0.103,0.421,0.691,0,0,0,0,0,0,0,0,0,0,0,1,8,3,2,14,2,12,7.0,0.0,146.342452,0.8556994310378654
77,10.0,0.949,0.447,0.405,0.187,0.373,0.809,0,0,0,0,0,0,0,0,1,0,0,0,10,2,1,14,1,14,11.0,0.0,151.973793,0.8652647152065941
78,10.0,0.863,0.139,0.445,0.381,0.573,0.791,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,16,2,15,13.0,0.0,162.47959699999998,0.865988909426987
79,10.0,0.919,0.307,0.253,0.085,0.445,0.179,0,0,0,0,0,0,0,0,1,1,0,0,9,0,2,13,2,11,20.0,0.0,123.60578600000001,0.8687669518047152
80,10.0,0.019,0.117,0.803,0.369,0.507,0.487,0,0,0,0,0,0,0,0,2,0,1,1,6,1,2,13,3,9,16.0,0.0,216.30993899999999,0.962558836114677
81,10.0,0.593,0.477,0.439,0.051,0.691,0.109,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,12,1,12,88.0,0.0,116.50785799999997,0.8756729810568296
82,10.0,0.843,0.563,0.433,0.311,0.293,0.241,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,16,2,14,98.0,0.0,160.30287700000002,0.907469225954517
83,10.0,0.269,0.635,0.525,0.901,0.693,0.639,0,0,0,0,0,0,0,0,4,0,1,0,9,1,2,17,2,14,121.0,0.0,205.01071099999996,0.9215116279069767
84,10.0,0.291,0.071,0.677,0.543,0.093,0.617,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,11,1,11,26.0,0.0,201.803957,0.9029066802651708
85,10.0,0.665,0.741,0.227,0.899,0.739,0.619,0,0,0,0,0,0,0,0,0,0,0,1,9,1,3,14,1,14,49.0,0.0,185.53748299999998,0.8938071065989848
86,10.0,0.851,0.073,0.363,0.189,0.655,0.371,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,1,6,36.0,0.0,148.584377,0.8844743881898346
87,10.0,0.407,0.281,0.919,0.023,0.891,0.743,0,0,0,0,0,0,0,0,2,0,0,0,12,1,4,19,3,15,108.0,0.0,126.14766700000003,0.9317022384174909
88,10.0,0.631,0.883,0.407,0.841,0.629,0.229,0,0,0,0,0,0,0,0,2,2,0,0,7,0,3,14,2,13,4.0,0.0,176.56735299999997,0.8714859437751004
89,10.0,0.119,0.391,0.389,0.497,0.825,0.847,0,0,0,0,0,0,0,0,1,0,1,0,6,1,2,11,1,11,37.0,0.0,209.970632,0.9240019714144899
90,10.0,0.141,0.631,0.725,0.527,0.901,0.467,0,0,0,0,0,0,0,0,1,0,0,0,12,1,4,18,2,15,0.0,0.0,196.70924200000002,0.9226588628762542
91,10.0,0.043,0.649,0.555,0.121,0.615,0.201,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,12,2,11,2.0,0.0,188.08971699999995,0.8770287762620731
92,10.0,0.955,0.989,0.091,0.253,0.935,0.101,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,11,2,10,77.0,0.0,138.728625,0.8644084832646497
93,10.0,0.983,0.053,0.825,0.743,0.783,0.451,0,0,0,0,0,0,0,0,2,0,0,0,7,1,2,12,2,10,1.0,0.0,189.02405100000001,0.8900741643807782
94,10.0,0.881,0.693,0.887,0.515,0.951,0.445,0,0,0,0,0,0,0,0,1,0,0,0,7,1,4,13,2,11,22.0,0.0,171.578615,0.8836865970684382
95,10.0,0.977,0.817,0.959,0.829,0.669,0.049,0,0,0,0,0,0,0,0,2,0,1,0,11,0,3,17,3,14,333.0,0.0,161.77939700000002,0.9191260225742984
96,10.0,0.413,0.483,0.501,0.881,0.127,0.341,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,14,2,12,92.0,0.0,190.694649,0.899926570859121
97,10.0,0.379,0.621,0.251,0.401,0.991,0.399,0,0,0,0,0,0,0,0,0,0,1,0,10,2,4,17,2,14,7.0,0.0,178.10547,0.9032031328446631
98,10.0,0.303,0.843,0.531,0.889,0.757,0.117,0,0,0,0,0,0,0,0,1,2,0,0,10,1,3,17,3,14,13.0,0.0,181.91145500000002,0.9243326488706366
99,10.0,0.333,0.725,0.259,0.469,0.625,0.419,0,0,0,0,0,0,0,0,2,0,0,0,9,3,3,17,2,15,39.0,0.0,185.552068,0.914280031821798
100,10.0,0.995,0.075,0.327,0.207,0.545,0.863,0,0,0,0,0,0,0,0,2,0,1,0,8,0,1,12,2,10,10.0,0.0,158.223277,0.8762391415431783
101,10.0,0.709,0.047,0.801,0.423,0.111,0.231,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,9,1,9,14.0,0.0,177.19791800000002,0.8868642370845014
102,10.0,0.539,0.273,0.303,0.021,0.887,0.081,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,12,2,11,13.0,0.0,119.26228499999999,0.8568036341110882
103,10.0,0.521,0.329,0.069,0.339,0.333,0.593,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,9,2,8,24.0,0.0,171.196896,0.8928111056023798
104,10.0,0.689,0.551,0.543,0.999,0.503,0.999,0,0,0,0,0,0,0,0,1,2,0,0,8,1,2,14,2,12,90.0,0.0,194.309824,0.9177052219590071
105,10.0,0.013,0.969,0.477,0.549,0.343,0.977,0,0,0,0,0,0,0,0,6,0,2,0,10,1,2,21,3,17,48.0,0.0,232.533953,0.9533030761472516
106,10.0,0.943,0.565,0.233,0.437,0.169,0.899,0,0,0,0,0,0,0,0,2,0,0,1,10,2,1,16,2,13,10.0,0.0,188.56077,0.8781281790437436
107,10.0,0.331,0.067,0.947,0.407,0.185,0.553,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,2,8,60.0,0.0,188.961232,0.9116780160585425
108,10.0,0.427,0.151,0.845,0.257,0.303,0.539,0,0,0,0,0,0,0,0,1,0,0,0,12,2,3,18,2,16,40.0,0.0,168.60364300000003,0.8962518119693519
109,10.0,0.077,0.899,0.383,0.033,0.173,0.861,0,0,0,0,0,0,0,0,3,0,0,0,10,1,1,15,1,15,165.0,0.0,164.00375599999998,0.8673797902170527
110,10.0,0.897,0.015,0.087,0.591,0.237,0.955,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,15,2,12,26.0,0.0,189.77962200000002,0.9093582074419548
111,10.0,0.865,0.549,0.313,0.533,0.569,0.271,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,12,1,12,0.0,0.0,168.32266199999998,0.8707314556896729
112,10.0,0.535,0.171,0.463,0.601,0.201,0.713,0,0,0,0,0,0,0,0,1,0,2,0,11,1,4,19,2,15,48.0,0.0,196.77840299999997,0.887438322368421
113,10.0,0.343,0.761,0.441,0.577,0.919,0.779,0,0,0,0,0,0,0,0,0,2,0,0,7,1,2,12,2,11,5.0,0.0,196.96532699999997,0.9135827780625321
114,10.0,0.969,0.937,0.805,0.875,0.961,0.105,0,0,0,0,0,0,0,0,1,0,0,0,11,1,1,14,2,13,21.0,0.0,173.474992,0.8800986335148464
115,10.0,0.347,0.599,0.755,0.169,0.375,0.567,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,9,1,9,0.0,0.0,167.483388,0.8538397154216363
116,10.0,0.027,0.607,0.781,0.155,0.793,0.965,0,0,0,0,0,0,0,0,2,0,0,1,8,0,5,16,1,16,23.0,0.0,204.903358,0.8915459416550903
117,10.0,0.973,0.363,0.457,0.135,0.109,0.957,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,1,5,5.0,0.0,147.97736400000002,0.9270011570421794
118,10.0,0.925,0.619,0.523,0.501,0.631,0.267,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,9,1,9,12.0,0.0,167.961235,0.8923986142245771
119,10.0,0.305,0.301,0.403,0.197,0.205,0.677,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,4,0.0,0.0,180.58646599999997,0.8746569075937786
120,10.0,0.835,0.643,0.195,0.059,0.561,0.251,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,11,1,11,4.0,0.0,109.915733,0.8891801956236766
121,10.0,0.079,0.953,0.643,0.739,0.289,0.681,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,11,2,10,10.0,0.0,211.40214400000002,0.9428184564107905
122,10.0,0.519,0.877,0.823,0.223,0.207,0.545,0,0,0,0,0,0,0,0,1,0,0,0,10,1,4,16,2,14,37.0,0.0,166.810439,0.8735281749369218
123,10.0,0.239,0.255,0.709,0.447,0.131,0.325,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,11,1,11,74.0,0.0,196.811088,0.9060041407867495
124,10.0,0.385,0.461,0.813,0.909,0.879,0.321,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,14,2,12,0.0,0.0,193.71227399999998,0.908284620036283
125,10.0,0.855,0.473,0.333,0.053,0.083,0.541,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,11,1,11,53.0,0.0,111.29249399999999,0.8995230524642289
126,10.0,0.425,0.769,0.921,0.439,0.997,0.495,0,0,0,0,0,0,0,0,2,0,0,0,11,1,5,19,2,17,5.0,0.0,182.27675399999998,0.9005079175380938
127,10.0,0.115,0.475,0.569,0.035,0.063,0.429,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,9,2,8,26.0,0.0,158.264736,0.9250932553684847
128,10.0,0.571,0.949,0.703,0.733,0.365,0.299,0,0,0,0,0,0,0,0,2,0,0,0,5,1,2,10,1,10,68.0,0.0,182.724881,0.9144084262194498
129,10.0,0.245,0.745,0.305,0.349,0.753,0.761,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,6,2,5,33.0,0.0,199.292568,0.8983175604626709
130,10.0,0.877,0.231,0.593,0.983,0.845,0.217,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,14,1,14,6.0,0.0,176.20628100000002,0.8756653610525259
131,10.0,0.669,0.869,0.135,0.521,0.865,0.477,0,0,0,0,0,0,0,0,2,0,0,0,9,1,2,14,2,11,3.0,0.0,177.35229999999996,0.9015997585270148
132,10.0,0.681,0.813,0.855,0.281,0.933,0.797,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,10,1,10,0.0,0.0,166.978365,0.9
133,10.0,0.921,0.111,0.493,0.305,0.433,0.215,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,10,2,8,95.0,0.0,154.45959799999997,0.8699748743718593
134,10.0,0.059,0.199,0.847,0.243,0.815,0.981,0,0,0,0,0,0,0,0,1,0,1,0,5,1,3,11,2,8,87.0,0.0,208.801945,0.9393663326247595
135,10.0,0.437,0.777,0.811,0.691,0.907,0.079,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,5,28.0,0.0,174.05410599999996,0.8935738684884714
136,10.0,0.789,0.149,0.461,0.277,0.995,0.799,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,1,7,37.0,0.0,158.398507,0.8766475500553376
137,10.0,0.513,0.657,0.357,0.049,0.197,0.867,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,7,2,6,79.0,0.0,132.82616199999998,0.8915851272015656
138,10.0,0.517,0.871,0.145,0.627,0.009,0.323,0,0,0,0,0,0,0,0,2,0,2,0,6,0,4,14,3,11,27.0,0.0,205.14542999999998,0.9088667420117127
139,10.0,0.449,0.207,0.795,0.361,0.033,0.029,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,13,2,12,241.0,0.0,174.29471,0.8739662933110017
140,10.0,0.503,0.345,0.387,0.575,0.317,0.491,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,13,2,12,31.0,0.0,186.52592600000003,0.9003130996869003
141,10.0,0.989,0.327,0.585,0.773,0.405,0.657,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,11,2,10,91.0,0.0,181.016761,0.8947368421052632
142,10.0,0.279,0.357,0.563,0.137,0.085,0.855,0,0,0,0,0,0,0,0,0,1,0,0,14,1,2,18,2,17,0.0,0.0,178.787156,0.8719236564540432
143,10.0,0.751,0.089,0.741,0.603,0.987,0.411,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,10,1,10,2.0,0.0,176.56982299999999,0.8949711626024487
144,10.0,0.023,0.517,0.183,0.637,0.839,0.979,0,0,0,0,0,0,0,0,5,1,1,0,8,0,6,21,2,19,1.0,0.0,217.03149799999997,0.92930501545518
145,10.0,0.383,0.675,0.841,0.721,0.313,0.953,0,0,0,0,0,0,0,0,1,0,0,1,5,2,2,11,1,11,44.0,0.0,201.260036,0.9202640402347024
146,10.0,0.295,0.653,0.539,0.667,0.155,0.195,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,9,2,8,0.0,0.0,191.30823100000003,0.8963505093462566
147,10.0,0.591,0.537,0.849,0.241,0.259,0.023,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,12,2,10,58.0,0.0,149.04598299999998,0.8745961227786753
148,10.0,0.003,0.545,0.619,0.607,0.145,0.703,0,0,0,0,0,0,0,0,3,0,0,2,7,3,3,18,2,15,56.0,0.0,241.19871700000002,0.9404724409448819
149,10.0,0.747,0.289,0.187,0.513,0.959,0.655,0,0,0,0,0,0,0,0,2,0,0,0,10,2,4,18,1,18,6.0,0.0,175.34943399999997,0.8759889037295798
150,10.0,0.117,0.263,0.395,0.815,0.657,0.605,0,0,0,0,0,0,0,0,2,0,1,0,6,3,3,15,2,12,65.0,0.0,204.56712000000002,0.9460632362058277
151,10.0,0.871,0.187,0.571,0.291,0.785,0.531,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,11,2,10,0.0,0.0,167.03524600000003,0.8527123742350379
152,10.0,0.801,0.039,0.413,0.113,0.775,0.535,0,0,0,0,0,0,0,0,2,0,1,0,8,1,0,12,2,11,17.0,0.0,139.29419299999998,0.8581221437474034
153,10.0,0.975,0.205,0.499,0.563,0.737,0.077,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,10,1,10,1.0,0.0,149.342266,0.8780920571965348
