,logged,day,location,model name,supply scenario,avg daily demand,inventory size,test days,init days,gurobi status,nvars,calc time,ncons,num patients,num SCD patients,num Other patients,num units requested,num units requested SCD,num units requested Other,num supplied products,num O- in inventory,num O+ in inventory,num A- in inventory,num A+ in inventory,num B- in inventory,num B+ in inventory,num AB- in inventory,num AB+ in inventory,num Fya-Fyb- in inventory,num Fya+Fyb- in inventory,num Fya-Fyb+ in inventory,num Fya+Fyb+ in inventory,num R0 in inventory,avg issuing age,num outdates,num outdates O-,num outdates O+,num outdates A-,num outdates A+,num outdates B-,num outdates B+,num outdates AB-,num outdates AB+,num shortages,num shortages O-,num shortages O+,num shortages A-,num shortages A+,num shortages B-,num shortages B+,num shortages AB-,num shortages AB+,num shortages SCD,num shortages Other,num mismatched patients SCD A,num mismatched patients SCD B,num mismatched patients SCD D,num mismatched patients SCD C,num mismatched patients SCD c,num mismatched patients SCD E,num mismatched patients SCD e,num mismatched patients SCD K,num mismatched patients SCD k,num mismatched patients SCD Fya,num mismatched patients SCD Fyb,num mismatched patients SCD Jka,num mismatched patients SCD Jkb,num mismatched patients SCD M,num mismatched patients SCD N,num mismatched patients SCD S,num mismatched patients SCD s,num mismatched patients Other A,num mismatched patients Other B,num mismatched patients Other D,num mismatched patients Other C,num mismatched patients Other c,num mismatched patients Other E,num mismatched patients Other e,num mismatched patients Other K,num mismatched patients Other k,num mismatched patients Other Fya,num mismatched patients Other Fyb,num mismatched patients Other Jka,num mismatched patients Other Jkb,num mismatched patients Other M,num mismatched patients Other N,num mismatched patients Other S,num mismatched patients Other s,num mismatched units SCD A,num mismatched units SCD B,num mismatched units SCD D,num mismatched units SCD C,num mismatched units SCD c,num mismatched units SCD E,num mismatched units SCD e,num mismatched units SCD K,num mismatched units SCD k,num mismatched units SCD Fya,num mismatched units SCD Fyb,num mismatched units SCD Jka,num mismatched units SCD Jkb,num mismatched units SCD M,num mismatched units SCD N,num mismatched units SCD S,num mismatched units SCD s,num mismatched units Other A,num mismatched units Other B,num mismatched units Other D,num mismatched units Other C,num mismatched units Other c,num mismatched units Other E,num mismatched units Other e,num mismatched units Other K,num mismatched units Other k,num mismatched units Other Fya,num mismatched units Other Fyb,num mismatched units Other Jka,num mismatched units Other Jkb,num mismatched units Other M,num mismatched units Other N,num mismatched units Other S,num mismatched units Other s
0,1.0,0.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,165798.0,1.7196538681164384,819.0,94.0,1.0,93.0,162.0,10.0,152.0,453.0,52.0,174.0,35.0,133.0,14.0,34.0,5.0,6.0,9.0,97.0,155.0,192.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,7.0,23.0,23.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0,7.0,35.0,36.0,15.0,14.0
1,1.0,1.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,157191.0,2.9122924050316215,800.0,98.0,2.0,96.0,193.0,19.0,174.0,162.0,55.0,163.0,32.0,120.0,18.0,45.0,7.0,13.0,12.0,99.0,146.0,196.0,69.0,0.7046632124352331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,4.0,0.0,11.0,5.0,9.0,15.0,20.0,23.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,10.0,0.0,0.0,0.0,6.0,12.0,0.0,1.0,4.0,0.0,18.0,7.0,11.0,21.0,31.0,37.0,19.0,14.0
2,1.0,2.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,143148.0,2.954000135883689,769.0,116.0,0.0,116.0,217.0,0.0,217.0,193.0,74.0,159.0,46.0,91.0,21.0,42.0,6.0,14.0,15.0,86.0,146.0,206.0,64.0,0.9400921658986175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,1.0,0.0,0.0,12.0,9.0,9.0,7.0,25.0,30.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,1.0,2.0,0.0,0.0,19.0,15.0,15.0,9.0,42.0,45.0,25.0,15.0
3,1.0,3.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,116874.0,1.643144085071981,711.0,84.0,2.0,82.0,156.0,20.0,136.0,217.0,90.0,170.0,41.0,66.0,23.0,42.0,6.0,15.0,14.0,79.0,137.0,223.0,75.0,0.8782051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,21.0,9.0,6.0,6.0,13.0,15.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,30.0,12.0,7.0,7.0,18.0,23.0,17.0,5.0
4,1.0,4.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,115062.0,2.3910829024389386,707.0,116.0,0.0,116.0,195.0,0.0,195.0,156.0,101.0,163.0,41.0,63.0,16.0,46.0,6.0,17.0,10.0,85.0,140.0,218.0,75.0,1.1948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,4.0,2.0,1.0,24.0,4.0,4.0,6.0,19.0,30.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,9.0,2.0,1.0,34.0,8.0,6.0,7.0,30.0,43.0,27.0,13.0
5,1.0,5.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,92412.0,3.3106836657971144,657.0,3.0,0.0,3.0,4.0,0.0,4.0,195.0,112.0,178.0,36.0,51.0,18.0,43.0,4.0,11.0,14.0,91.0,144.0,204.0,70.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6,1.0,6.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,130011.0,4.2064004596322775,740.0,73.0,2.0,71.0,136.0,14.0,122.0,4.0,112.0,180.0,37.0,48.0,18.0,43.0,4.0,11.0,14.0,91.0,145.0,203.0,70.0,2.6323529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,10.0,4.0,6.0,9.0,15.0,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,11.0,5.0,8.0,13.0,22.0,29.0,21.0,12.0
7,1.0,7.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,144507.0,1.0587200904265046,772.0,33.0,0.0,33.0,56.0,0.0,56.0,136.0,116.0,174.0,37.0,59.0,8.0,44.0,4.0,11.0,10.0,83.0,166.0,194.0,74.0,3.0357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,4.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,5.0,5.0,15.0,10.0,9.0
8,1.0,8.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,176670.0,2.90992936771363,843.0,2.0,2.0,0.0,16.0,16.0,0.0,56.0,116.0,178.0,36.0,53.0,8.0,50.0,1.0,11.0,12.0,79.0,171.0,191.0,73.0,4.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,9.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,221064.0,4.191535376012325,941.0,100.0,1.0,99.0,181.0,10.0,171.0,16.0,117.0,174.0,34.0,54.0,8.0,53.0,1.0,12.0,9.0,84.0,161.0,199.0,61.0,3.5027624309392267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,9.0,5.0,5.0,8.0,19.0,20.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,11.0,9.0,6.0,10.0,28.0,23.0,19.0,18.0
10,1.0,10.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,218346.0,4.967065220698714,935.0,163.0,2.0,161.0,288.0,17.0,271.0,181.0,138.0,172.0,11.0,58.0,14.0,50.0,2.0,8.0,8.0,79.0,164.0,202.0,63.0,2.7152777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,2.0,8.0,0.0,7.0,11.0,13.0,6.0,32.0,38.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,2.0,8.0,0.0,10.0,14.0,18.0,6.0,46.0,62.0,29.0,18.0
11,1.0,11.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,186636.0,4.922709061764181,865.0,139.0,2.0,137.0,256.0,19.0,237.0,288.0,152.0,120.0,26.0,74.0,16.0,58.0,1.0,6.0,13.0,84.0,161.0,195.0,60.0,1.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,9.0,0.0,8.0,10.0,4.0,8.0,23.0,32.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,9.0,0.0,10.0,13.0,5.0,11.0,37.0,48.0,35.0,23.0
12,1.0,12.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,165798.0,3.015265858732164,819.0,111.0,0.0,111.0,184.0,0.0,184.0,256.0,168.0,155.0,20.0,61.0,7.0,38.0,0.0,4.0,9.0,72.0,153.0,219.0,55.0,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,11.0,6.0,7.0,14.0,20.0,17.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,1.0,0.0,14.0,8.0,12.0,19.0,27.0,26.0,30.0,12.0
13,1.0,13.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,150849.0,2.694192507304251,786.0,43.0,0.0,43.0,80.0,0.0,80.0,184.0,168.0,167.0,9.0,53.0,9.0,43.0,2.0,2.0,10.0,78.0,148.0,217.0,68.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,11.0,9.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,4.0,14.0,13.0,13.0,12.0
14,1.0,14.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,170328.0,4.399854687973857,829.0,82.0,1.0,81.0,160.0,8.0,152.0,80.0,176.0,175.0,9.0,41.0,7.0,40.0,1.0,4.0,11.0,79.0,148.0,215.0,77.0,1.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,2.0,3.0,0.0,2.0,7.0,3.0,5.0,14.0,18.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,5.0,2.0,3.0,0.0,3.0,10.0,3.0,8.0,23.0,27.0,19.0,7.0
15,1.0,15.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,167157.0,2.3028351329267025,822.0,100.0,2.0,98.0,191.0,17.0,174.0,160.0,187.0,150.0,14.0,55.0,6.0,36.0,2.0,3.0,10.0,77.0,158.0,208.0,68.0,1.7853403141361257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,0.0,11.0,4.0,4.0,7.0,24.0,14.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,14.0,6.0,4.0,9.0,41.0,21.0,27.0,11.0
16,1.0,16.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,149037.0,1.478578264825046,782.0,128.0,0.0,128.0,218.0,0.0,218.0,191.0,176.0,153.0,12.0,64.0,2.0,40.0,0.0,6.0,12.0,91.0,146.0,204.0,73.0,1.5871559633027523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,1.0,2.0,0.0,11.0,2.0,3.0,11.0,25.0,31.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,2.0,0.0,16.0,2.0,5.0,13.0,39.0,43.0,20.0,17.0
17,1.0,17.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,114609.0,1.3758344305679202,706.0,77.0,2.0,75.0,155.0,18.0,137.0,218.0,170.0,147.0,21.0,56.0,6.0,46.0,0.0,7.0,15.0,79.0,154.0,205.0,68.0,1.038709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,13.0,5.0,6.0,4.0,13.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,2.0,0.0,21.0,6.0,10.0,4.0,17.0,19.0,12.0,7.0
18,1.0,18.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,115968.0,4.060222114436328,709.0,109.0,0.0,109.0,194.0,0.0,194.0,155.0,177.0,158.0,12.0,42.0,11.0,42.0,0.0,11.0,12.0,97.0,140.0,204.0,64.0,1.2938144329896908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,5.0,1.0,2.0,15.0,2.0,3.0,3.0,22.0,25.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,8.0,1.0,4.0,22.0,2.0,3.0,5.0,36.0,35.0,28.0,10.0
19,1.0,19.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,90600.0,0.7246510749682784,653.0,1.0,0.0,1.0,1.0,0.0,1.0,194.0,194.0,118.0,21.0,55.0,10.0,44.0,0.0,11.0,7.0,71.0,153.0,222.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.0,20.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,126387.0,3.9570864122360945,732.0,73.0,2.0,71.0,141.0,18.0,123.0,1.0,194.0,118.0,21.0,55.0,10.0,44.0,0.0,11.0,7.0,71.0,153.0,222.0,47.0,2.1347517730496453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,11.0,3.0,3.0,5.0,14.0,13.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,3.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,16.0,3.0,3.0,6.0,20.0,18.0,23.0,11.0
21,1.0,21.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,134541.0,3.093295126222074,750.0,35.0,0.0,35.0,59.0,0.0,59.0,141.0,204.0,106.0,18.0,74.0,7.0,33.0,0.0,11.0,3.0,80.0,160.0,210.0,32.0,1.2033898305084745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,3.0,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,5.0,16.0,14.0,5.0
22,1.0,22.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,161721.0,3.537630551494658,810.0,2.0,2.0,0.0,18.0,18.0,0.0,59.0,211.0,117.0,18.0,60.0,7.0,27.0,0.0,13.0,5.0,79.0,149.0,220.0,45.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.0,23.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,202944.0,4.531976377591491,901.0,91.0,0.0,91.0,169.0,0.0,169.0,18.0,216.0,113.0,18.0,63.0,4.0,25.0,0.0,14.0,3.0,84.0,141.0,225.0,35.0,3.5562130177514795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,11.0,9.0,8.0,11.0,15.0,19.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,7.0,2.0,1.0,15.0,12.0,9.0,13.0,22.0,35.0,18.0,22.0
24,1.0,24.0,London_34,3years_LHD,1Lon_34,151,453,1092.0,70.0,2.0,208380.0,5.170099199749529,913.0,153.0,2.0,151.0,289.0,18.0,271.0,169.0,226.0,109.0,18.0,57.0,4.0,28.0,1.0,10.0,5.0,82.0,146.0,220.0,35.0,3.615916955017301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,11.0,3.0,6.0,12.0,33.0,31.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.0,0.0,13.0,3.0,9.0,15.0,47.0,46.0,24.0,22.0
