,logged,day,location,model name,avg daily demand,inventory size,test days,init days,gurobi status,nvars,calc time,ncons,num patients,num SCD patients,num Other patients,num units requested,num units requested SCD,num units requested Other,num supplied products,num O- in inventory,num O+ in inventory,num A- in inventory,num A+ in inventory,num B- in inventory,num B+ in inventory,num AB- in inventory,num AB+ in inventory,num Fya-Fyb- in inventory,num Fya+Fyb- in inventory,num Fya-Fyb+ in inventory,num Fya+Fyb+ in inventory,num R0 in inventory,num outdates,num outdates O-,num outdates O+,num outdates A-,num outdates A+,num outdates B-,num outdates B+,num outdates AB-,num outdates AB+,num shortages,num shortages O-,num shortages O+,num shortages A-,num shortages A+,num shortages B-,num shortages B+,num shortages AB-,num shortages AB+,num shortages SCD,num shortages Other,num mismatched patients SCD A,num mismatched patients SCD B,num mismatched patients SCD D,num mismatched patients SCD C,num mismatched patients SCD c,num mismatched patients SCD E,num mismatched patients SCD e,num mismatched patients SCD K,num mismatched patients SCD Fya,num mismatched patients SCD Fyb,num mismatched patients SCD Jka,num mismatched patients SCD Jkb,num mismatched patients SCD M,num mismatched patients SCD N,num mismatched patients SCD S,num mismatched patients Other A,num mismatched patients Other B,num mismatched patients Other D,num mismatched patients Other C,num mismatched patients Other c,num mismatched patients Other E,num mismatched patients Other e,num mismatched patients Other K,num mismatched patients Other Fya,num mismatched patients Other Fyb,num mismatched patients Other Jka,num mismatched patients Other Jkb,num mismatched patients Other M,num mismatched patients Other N,num mismatched patients Other S,num mismatched units SCD A,num mismatched units SCD B,num mismatched units SCD D,num mismatched units SCD C,num mismatched units SCD c,num mismatched units SCD E,num mismatched units SCD e,num mismatched units SCD K,num mismatched units SCD Fya,num mismatched units SCD Fyb,num mismatched units SCD Jka,num mismatched units SCD Jkb,num mismatched units SCD M,num mismatched units SCD N,num mismatched units SCD S,num mismatched units Other A,num mismatched units Other B,num mismatched units Other D,num mismatched units Other C,num mismatched units Other c,num mismatched units Other E,num mismatched units Other e,num mismatched units Other K,num mismatched units Other Fya,num mismatched units Other Fyb,num mismatched units Other Jka,num mismatched units Other Jkb,num mismatched units Other M,num mismatched units Other N,num mismatched units Other S
0,1.0,0.0,London_412,,151,453,1092.0,70.0,2.0,174405.0,0.5326698748394847,838.0,149.0,0.0,149.0,252.0,0.0,252.0,453.0,50.0,174.0,29.0,132.0,10.0,40.0,5.0,13.0,15.0,76.0,151.0,211.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,6.0,4.0,4.0,24.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,9.0,5.0,5.0,39.0,42.0,24.0
1,1.0,1.0,London_412,,151,453,1092.0,70.0,2.0,133635.0,0.44402730092406273,748.0,51.0,0.0,51.0,90.0,0.0,90.0,252.0,59.0,180.0,28.0,117.0,14.0,40.0,6.0,9.0,16.0,77.0,145.0,215.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,5.0,21.0,13.0,14.0
2,1.0,2.0,London_412,,151,453,1092.0,70.0,2.0,138165.0,0.5240340773016214,758.0,132.0,0.0,132.0,233.0,0.0,233.0,90.0,61.0,174.0,30.0,113.0,12.0,47.0,6.0,10.0,13.0,77.0,155.0,208.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,3.0,0.0,4.0,15.0,5.0,14.0,30.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,4.0,0.0,7.0,17.0,6.0,20.0,50.0,31.0,29.0
3,1.0,3.0,London_412,,151,453,1092.0,70.0,2.0,116874.0,0.44974697288125753,711.0,53.0,3.0,50.0,120.0,27.0,93.0,233.0,66.0,177.0,41.0,86.0,20.0,49.0,4.0,10.0,13.0,64.0,151.0,225.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,3.0,1.0,7.0,12.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,21.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,11.0,20.0,22.0,11.0
4,1.0,4.0,London_412,,151,453,1092.0,70.0,2.0,120498.0,0.8138993289321661,719.0,40.0,0.0,40.0,68.0,0.0,68.0,120.0,73.0,178.0,35.0,78.0,22.0,53.0,5.0,9.0,8.0,72.0,130.0,243.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,10.0,4.0,3.0,1.0,12.0,16.0,9.0
5,1.0,5.0,London_412,,151,453,1092.0,70.0,2.0,145413.0,0.6061594346538186,774.0,96.0,0.0,96.0,173.0,0.0,173.0,68.0,80.0,179.0,31.0,72.0,24.0,56.0,1.0,10.0,10.0,67.0,131.0,245.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,1.0,3.0,9.0,1.0,6.0,19.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,1.0,3.0,13.0,1.0,9.0,27.0,43.0,33.0
6,1.0,6.0,London_412,,151,453,1092.0,70.0,2.0,140883.0,0.7248454950749874,764.0,56.0,3.0,53.0,120.0,29.0,91.0,173.0,89.0,167.0,27.0,89.0,17.0,53.0,0.0,11.0,13.0,85.0,128.0,227.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,4.0,4.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,14.0,6.0,7.0,10.0,16.0,9.0
7,1.0,7.0,London_412,,151,453,1092.0,70.0,2.0,151755.0,0.6882400996983051,788.0,117.0,0.0,117.0,198.0,0.0,198.0,120.0,87.0,168.0,36.0,90.0,17.0,46.0,0.0,9.0,14.0,73.0,137.0,229.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,2.0,1.0,11.0,8.0,0.0,17.0,22.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,3.0,1.0,16.0,11.0,0.0,23.0,29.0,58.0,27.0
8,1.0,8.0,London_412,,151,453,1092.0,70.0,2.0,130917.0,0.5421498334035277,742.0,67.0,0.0,67.0,117.0,0.0,117.0,198.0,104.0,166.0,32.0,73.0,14.0,56.0,3.0,5.0,15.0,62.0,153.0,223.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,4.0,9.0,9.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,4.0,5.0,14.0,13.0,33.0,21.0
9,1.0,9.0,London_412,,151,453,1092.0,70.0,2.0,128652.0,0.5413483045995235,737.0,62.0,0.0,62.0,113.0,0.0,113.0,117.0,103.0,176.0,35.0,58.0,17.0,56.0,2.0,6.0,14.0,62.0,168.0,209.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,12.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,7.0,7.0,22.0,23.0,32.0
