,shortages,mismatches,FIFO,usability,substitution,today,total_antibodies,alloimm_risk_A,alloimm_risk_B,alloimm_risk_D,alloimm_risk_C,alloimm_risk_c,alloimm_risk_E,alloimm_risk_e,alloimm_risk_K,alloimm_risk_Fya,alloimm_risk_Fyb,alloimm_risk_Jka,alloimm_risk_Jkb,alloimm_risk_M,alloimm_risk_N,alloimm_risk_S,total_alloimm_risk,max_antibodies_pp,alloimm_patients,total_shortages,total_outdates,subst_SCD_A,subst_SCD_B,subst_SCD_D,antibodies_A,antibodies_B,antibodies_D,antibodies_C,antibodies_c,antibodies_E,antibodies_e,antibodies_K,antibodies_Fya,antibodies_Fyb,antibodies_Jka,antibodies_Jkb,antibodies_M,antibodies_N,antibodies_S
471,100.0,0.8268537074148297,0.3222444889779559,0.1102204408817635,0.064128256513026,26.526452905811624,15,0.0,0.0,0.0,2.167413,12.046794,15.226128,4.368384,51.594172,14.198046,3.3871200000000004,18.054414,6.231804,18.434416,0.0,12.764844,158.473535,1,15,26.0,0.0,15,28,39,0,0,0,0,0,0,0,0,1,0,0,0,7,2,5
472,100.0,0.9615230460921844,0.3241482965931863,0.0585170340681362,0.7374749498997996,18.31823647294589,9,0.0,0.0,0.0,2.360004,10.371729,8.636007999999999,3.861504,26.4416,13.504788,3.5740320000000003,15.818398,6.221694,18.63862,0.0,13.262956,122.691333,2,8,43.0,0.0,20,35,38,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1
473,100.0,0.2,0.5107214428857715,0.0749498997995991,0.2364729458917835,72.17214428857716,13,0.0,0.0,0.0,2.841991,11.536298,21.304776,4.353024,59.923276,15.518901,3.659568,19.558064,6.5074700000000005,18.527509,0.0,13.272368,177.003245,2,12,9.0,0.0,16,31,38,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2
474,100.0,0.7691382765531063,0.950501002004008,0.1286573146292585,0.7675350701402806,69.96993987975952,5,0.0,0.0,0.0,2.566861,12.160744,13.927776,4.13184,48.58644,15.190596,3.552912,19.780958,6.339644,18.344326,0.0,13.404136,157.986233,1,5,11.0,0.0,15,25,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
475,100.0,0.2016032064128256,0.4992985971943887,0.0541082164328657,0.4108216432865731,94.99498997995993,16,0.0,0.0,0.0,2.800212,11.659364000000002,14.832688,4.1472,57.41132399999999,15.069963,3.673824,19.338708,6.279658,18.762744,0.0,13.178972,167.154657,2,15,36.0,0.0,16,27,40,0,0,0,0,0,0,0,0,1,0,1,0,11,1,2
476,100.0,0.5527054108216434,0.9980961923847697,0.0705410821643286,0.8997995991983968,15.915831663326651,10,0.0,0.0,0.0,2.739072,11.025802,12.845816,4.110336,44.28968,13.761324,3.784704000000001,16.731202,6.4791620000000005,18.719701,0.0,13.264404,147.751203,1,10,43.0,0.0,11,31,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
477,100.0,0.4837675350701403,0.1147294589178356,0.0336673346693386,0.094188376753507,70.77074148296593,16,0.0,0.0,0.0,2.237724,11.367652,9.698296,4.19328,39.99292,12.976446,3.5904000000000003,15.977608,6.027582,18.730712,0.0,13.105124,137.897744,2,15,67.0,0.0,14,29,38,0,0,0,0,0,0,0,0,1,0,0,0,10,3,2
478,100.0,0.5607214428857716,0.5031062124248497,0.0376753507014028,0.0040080160320641,4.904809619238477,7,0.0,0.0,0.0,2.23161,12.279252,14.399904,3.969024,51.858588,13.851417,3.441504,17.244212,6.474444,18.472454,0.0,12.481036,156.703445,1,7,4.0,0.0,27,22,36,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1
479,100.0,0.507815631262525,0.4802605210420841,0.1819639278557114,0.6833667334669339,83.18316633266534,18,0.0,0.0,0.0,2.900074,11.581878,22.6228,4.0120320000000005,58.17152,14.479014,3.723984,18.793856,6.530386,18.56855,0.0,13.189108,174.57320199999998,3,15,14.0,0.0,9,28,39,0,0,0,0,0,0,0,0,3,1,0,1,7,3,3
480,100.0,0.623246492985972,0.2365731462925852,0.0813627254509018,0.1362725450901803,91.39138276553103,11,0.0,0.0,0.0,2.259123,11.962471,10.957304,4.217856,54.403592,14.576742,3.3374880000000005,17.923507999999998,6.324142,18.439421,0.0,12.875616,157.277263,2,9,33.0,0.0,18,33,39,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3
481,100.0,0.5366733466933868,0.529759519038076,0.0677354709418837,0.8857715430861723,84.58456913827655,12,0.0,0.0,0.0,2.563804,11.328909,13.022863999999998,3.990528,41.215844,14.637822,3.514368,16.6286,6.255394,18.502484,0.0,13.126844,144.787461,2,11,15.0,0.0,22,30,40,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2
482,100.0,0.5286573146292586,0.925751503006012,0.0781563126252505,0.7434869739478958,29.72965931863728,11,0.0,0.0,0.0,2.782889,11.123799000000002,9.855671999999998,4.242432,52.089952,14.419461,3.63,18.001344,6.6577720000000005,18.804786,0.0,13.06458,154.672687,1,11,0.0,0.0,18,29,37,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2
483,100.0,0.4741482965931864,0.6230460921843688,0.156312625250501,0.5551102204408818,79.37935871743487,14,0.0,0.0,0.0,2.848105,12.0787,20.026096,4.20864,56.485868,15.395214,3.728208,19.239644,6.823576,18.44843,0.0,12.783668,172.066149,2,13,125.0,0.0,13,27,39,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2
484,100.0,0.8925851703406813,0.6896793587174349,0.1547094188376753,0.5951903807615231,8.30821643286573,10,0.0,0.0,0.0,2.698312,10.952874,13.475319999999998,4.1195520000000005,46.173644,14.703483,3.665904,18.684178,6.39289,18.536518,0.0,13.217344,152.62001899999996,1,10,29.0,0.0,10,30,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
485,100.0,0.6521042084168337,0.1528056112224449,0.1507014028056112,0.1743486973947896,65.16513026052104,13,0.0,0.0,0.0,2.447638,12.126559,17.370376,4.168704,62.104708,13.578084,3.4008480000000003,17.300819999999998,6.181254,18.601583,0.0,12.875616,170.15618999999998,2,11,23.0,0.0,19,31,38,0,0,0,0,0,0,0,0,1,0,0,1,6,2,3
486,100.0,0.2080160320641282,0.7829659318637274,0.1707414829659318,0.9719438877755512,49.7496993987976,16,0.0,0.0,0.0,2.898036,12.862676,26.242448,4.491264,76.052652,14.527878,3.5904000000000003,19.727888,6.1334,18.614596,0.0,12.84738,197.988618,2,15,0.0,0.0,14,27,37,0,0,0,0,0,0,0,0,3,0,0,0,10,1,2
487,100.0,0.4228456913827655,0.7620240480961924,0.032064128256513,0.0981963927855711,31.93186372745491,15,0.0,0.0,0.0,2.57807,12.26102,10.937632,3.94752,36.654668,14.485122,3.673296,18.797394,6.38952,18.401383,0.0,13.098608,141.224233,3,12,118.0,0.0,16,37,37,0,0,0,0,0,0,0,0,1,0,1,0,6,4,3
488,100.0,0.6857715430861724,0.8686372745490982,0.1947895791583166,0.995991983967936,24.5244488977956,16,0.0,0.0,0.0,2.84301,11.413232,19.101512,4.128768,50.272092,14.550783,3.71448,19.073358,6.6577720000000005,18.615597,0.0,13.24558,163.616184,2,13,25.0,0.0,8,34,38,0,0,0,0,0,0,0,0,2,0,0,0,9,2,3
489,100.0,0.9535070140280562,0.533567134268537,0.0040080160320641,0.561122244488978,94.39438877755512,11,0.0,0.0,0.0,2.116463,9.380364,1.1803199999999998,3.698688,28.58998,12.741288,3.3089760000000004,13.419634,5.804488,18.503485,0.0,13.603236,112.346922,1,11,75.0,0.0,16,32,39,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2
490,100.0,0.4517034068136272,0.9543086172344688,0.0464929859719438,0.4509018036072144,91.19118236472946,10,0.0,0.0,0.0,2.732958,11.255981,13.101552,4.19328,38.307268,15.320391,3.787344000000001,18.181782,6.811444,18.657639,0.0,13.25644,145.606079,1,10,104.0,0.0,22,29,40,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1
491,100.0,0.3298597194388777,0.3774549098196392,0.0965931863727455,0.0160320641282565,77.17715430861722,11,0.0,0.0,0.0,2.498588,12.402318,25.47524,4.353024,74.961936,14.159871,3.650064,19.611134,6.227086,18.711693,0.0,12.544024,194.594978,1,11,91.0,0.0,17,37,41,0,0,0,0,0,0,0,0,0,1,0,0,7,1,2
492,100.0,0.591182364729459,0.7753507014028056,0.0236472945891783,0.0881763527054108,7.507414829659319,17,0.0,0.0,0.0,2.169451,10.770554,3.599976,4.19328,26.4416,13.5903,3.744576,17.881052,6.231804,18.590572,0.0,13.442508,120.655673,2,15,0.0,0.0,15,29,39,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4
493,100.0,0.6953907815631262,0.3298597194388777,0.0601202404809619,0.0561122244488977,78.97895791583166,18,0.0,0.0,0.0,2.291731,12.372691,10.347472,4.396032,51.528068,13.433019,3.5434080000000003,17.980116,5.95479,18.507489,0.0,12.617148,152.971964,2,17,175.0,0.0,26,25,40,0,0,0,0,0,0,0,0,1,0,0,0,13,1,3
494,100.0,0.5543086172344689,0.8705410821643287,0.0817635270541082,0.533066132264529,37.1370741482966,12,0.0,0.0,0.0,2.666723,11.647969000000002,12.39336,3.926016,46.2728,14.819535,3.74616,18.588652,6.400304,18.712694,0.0,13.27092,152.445133,1,12,20.0,0.0,13,26,40,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
495,100.0,0.2208416833667335,0.6668336673346693,0.1302605210420841,0.3667334669338677,68.96893787575151,13,0.0,0.0,0.0,3.048848,12.431945,21.24576,4.380672,66.963352,15.016518,3.636336000000001,20.920194,6.839752,18.182164,0.0,12.686652,185.35219300000003,2,10,7.0,0.0,14,27,37,0,0,0,0,0,0,0,0,0,1,1,0,7,0,4
496,100.0,0.3619238476953908,0.5944889779559118,0.0977955911823647,0.1923847695390781,69.3693386773547,13,0.0,0.0,0.0,2.727863,11.732292,17.311359999999997,4.00896,56.056192,14.727915,3.905088,19.632362,6.587002,18.731713,0.0,13.1768,168.59754700000002,2,12,124.0,0.0,8,29,39,0,0,0,0,0,0,0,0,2,0,0,0,9,1,1
497,100.0,0.7675350701402806,0.565931863727455,0.0232464929859719,0.5090180360721442,1.7016032064128257,13,0.0,0.0,0.0,2.098121,9.986578000000002,1.7311359999999998,3.926016,25.879716,12.892461,3.4879680000000004,14.477496,5.9884900000000005,18.600582,0.0,13.36866,112.437224,3,11,17.0,0.0,9,28,37,0,0,0,0,0,0,0,0,1,1,1,0,9,0,1
498,100.0,0.4629258517034068,0.219438877755511,0.0929859719438877,0.6993987975951904,37.7376753507014,13,0.0,0.0,0.0,2.768623,11.864474,16.52448,4.0458240000000005,50.90008,14.453055,3.663264,17.403422,6.3180760000000005,18.583565,0.0,13.365764,159.89062700000002,1,13,26.0,0.0,11,28,39,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3
499,100.0,0.305811623246493,0.9276553106212424,0.0224448897795591,0.1663326653306613,71.77174348697395,12,0.0,0.0,0.0,2.582146,11.157984,10.052392,3.864576,36.423304,15.10203,3.832224,18.408214,6.596438,18.534516,0.0,13.417168,139.970992,2,11,89.0,0.0,14,31,37,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3
