mismatches,youngblood,FIFO,usability,substitution,today,antibodies
0.0,0.45454545454545453,0.9090909090909091,0.45454545454545453,0.45454545454545453,0.18181818181818182,142.0
0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.7272727272727273,0.8181818181818182,72.0
0.18181818181818182,0.0,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.36363636363636365,73.0
0.2727272727272727,0.7272727272727273,0.09090909090909091,0.6363636363636364,0.9090909090909091,0.2727272727272727,69.0
0.36363636363636365,0.5454545454545454,0.6363636363636364,0.9090909090909091,0.5454545454545454,0.9090909090909091,85.0
0.45454545454545453,0.8181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.7272727272727273,59.0
0.5454545454545454,0.36363636363636365,0.2727272727272727,0.0,0.36363636363636365,0.0,33.0
0.6363636363636364,0.18181818181818182,0.8181818181818182,0.2727272727272727,0.0,0.6363636363636364,49.0
0.7272727272727273,0.9090909090909091,0.7272727272727273,0.18181818181818182,0.6363636363636364,0.5454545454545454,40.0
0.8181818181818182,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.09090909090909091,51.0
0.9090909090909091,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.8181818181818182,0.45454545454545453,63.0
0.40996965719783784,0.8450495005874726,0.7148038959791422,0.30706978593802214,0.1614118022909532,0.8022222971848184,715.0
0.610827233285661,0.22771961088906523,0.7623869237458156,0.17177388008727268,0.7856767803032508,0.519450742199347,626.0
0.968191051850664,0.21464687815218764,0.2014930050402699,0.7410727770463912,0.6684614715199777,0.7884891708237105,798.0
0.2982080393186757,0.563495487499631,0.07032994449304952,0.9677083764333888,0.536408211409591,0.2840803342961573,881.0
0.12216271797212863,0.3285041404375423,0.08361141477003164,0.8781582100056486,0.16352212889678863,0.2613022504692226,791.0
0.04648437439249853,0.6461025748207752,0.6660481173489862,0.335072905275984,0.9591828898202521,0.8360427928694794,867.0
0.5320472502159765,0.016441335220072073,0.9317682190917626,0.7470228189626561,0.20423975691761442,0.11085059149007004,802.0
0.7973275888181905,0.04040047524306867,0.9782160418793944,0.828200415833663,0.5538972235412982,0.6025417095895964,660.0
0.14737858129344927,0.9388465512926403,0.23107403326631226,0.019730358800575498,0.630487378363095,0.14598484026917635,715.0
0.09848767303379324,0.22353450398383656,0.10692506500481869,0.9295170452899075,0.36032644639948386,0.8144901034179893,920.0
0.18057984476384625,0.7117180012673541,0.9952723762049159,0.6946693514652804,0.4863730537150027,0.9433578298148082,673.0
0.9731877394206189,0.3330046021907438,0.48600147962246143,0.8443423378929158,0.5492483191418893,0.14873491591895005,725.0
0.06633990269696688,0.8421171165928222,0.036893089855452366,0.6150936858731019,0.23005404655222905,0.24620538843719408,879.0
0.6054877861633358,0.000994124613944769,0.16446686466822846,0.8890374865399602,0.09641714374415966,0.10374049715912104,823.0
0.6725947959078338,0.7568561682408527,0.04229840701876908,0.3215066742034066,0.7131316292369577,0.48488024071809277,640.0
0.3047289183901454,0.359991162133518,0.15343594611887734,0.44314194761429704,0.22158300609726855,0.9530798857865128,903.0
0.1668467219031292,0.13491330702143844,0.3852512620953793,0.5261262476927618,0.15627114194462954,0.02755219034522538,859.0
0.9542401572242218,0.04683967181825788,0.783195669423897,0.2024187750210742,0.4711125552335558,0.25025272990547354,547.0
0.5173321181357774,0.12182127966317391,0.8412305817464826,0.29540072000477713,0.18447416742355272,0.792537727122221,716.0
0.5375283430228148,0.8189657833034613,0.9633893853399084,0.7364207397493141,0.9431555467116511,0.16369175444142592,643.0
0.027537761185804643,0.031589196554864696,0.1544584231873608,0.9213365663895485,0.23839897895973083,0.6257610867546815,959.0
0.2531083578591755,0.7875694090184129,0.5075828802819564,0.3553903840245166,0.0628826546740513,0.30445516608452106,842.0
0.7865056418341535,0.7011358756182702,0.6355121707665363,0.6581601287106511,0.3826870338140036,0.17638882508306275,750.0
0.6049796083040171,0.5998737656054073,0.5770743440442444,0.10186570724961375,0.5974369264438928,0.17477782115786478,579.0
0.12687271463233507,0.8428164117578419,0.3006116036341392,0.24734082443976557,0.8241360559934143,0.1813800905288614,829.0
0.7638616391213406,0.5949430280661626,0.2746920066666084,0.684980704044718,0.8873576623028977,0.8605469840587454,769.0
0.8657717194785512,0.6187210507720157,0.8513169541852843,0.9496343791389237,0.5841657585344188,0.624032137880721,741.0
0.11522215495758825,0.14400319409591378,0.6434321939439186,0.4682527105209122,0.2079790346634145,0.19351723419428013,678.0
0.6150935336319198,0.9745848788482181,0.3831235573767041,0.5429296257196977,0.2662125480604337,0.4946658585046523,713.0
0.8785800242185532,0.821598167729209,0.48746939963751335,0.818491238534553,0.25841146377745594,0.6432416594505915,782.0
0.11248659789047322,0.7013258482628133,0.317926122610791,0.40002942712899947,0.4076118245144901,0.36968897182344784,790.0
0.34525167671961154,0.2683490543691105,0.7914767984603276,0.5202854414990166,0.9052199076738884,0.9684621092484235,812.0
0.1074212028460031,0.5864321451210872,0.44216470429788546,0.5153005845843778,0.8983501359736795,0.2438084059521155,850.0
0.05294833808319166,0.46385030264761196,0.8197339365105125,0.39548570420919216,0.3822428283412611,0.928910454697946,883.0
0.5000600225617605,0.15974792444430097,0.22313858448827784,0.15940724429074182,0.0671099702825585,0.549164546085986,594.0
0.6071668252545616,0.004028479881269087,0.027668679361158688,0.08313636023957882,0.34736493252664025,0.8960211960081572,612.0
0.8227177154968559,0.7768608548726437,0.7617700712315733,0.8683655509928536,0.5502681475011307,0.7739671490436507,914.0
0.09339798040440872,0.37307797822442224,0.5243426217534278,0.6763552095484408,0.9237332674457736,0.5390284110424938,790.0
0.6702260527103022,0.6485497809793074,0.7193184655337631,0.5472993225618527,0.5412527944681786,0.8836868377853211,716.0
0.5360378878569018,0.9334669808442402,0.9328080573403381,0.3293043950733392,0.6287112099259525,0.2692860788183815,503.0
0.4851445271509811,0.2883508333668394,0.84510125948733,0.3499219173758221,0.5443834937456035,0.4596022093609228,748.0
0.3506992244254402,0.9010630491742124,0.46833533115744286,0.5085261704421415,0.4452820165530925,0.6643858080084973,810.0
0.5900193534005981,0.6037301136924321,0.6734066072565245,0.4861076097689577,0.24276502303052816,0.3699818935027631,670.0
